id,company,category,method,question,answer,judge_score,judge_reason,pass,company_accuracy,avg_chunk_score,correct_chunks,retrieval_time,rerank_time,generation_time,total_time
7,Microsoft,financial_metrics,hybrid,What was the specific amount of Microsofts U.S. income before income taxes in fiscal year 2025?,"For Microsoft, the U.S. income before income taxes in fiscal year 2025 was **$69.2 billion**. This figure is explicitly stated in Source 1, Page 42.",5,Exact figure supported by Source 1.,True,0.6,0.587,3,11.5303,10.3145,0.7913,12.3216
8,Microsoft,financial_metrics,vector,"What was the amount of ""Other, net"" in the components of other income (expense), net for fiscal year 2025?",This information was not found in the retrieved sections.,5,"Context lacks 'Other, net' component for 2025.",True,0.4,0.9291,2,9.5252,0.0,0.8367,10.3619
8,Microsoft,financial_metrics,vectorless,"What was the amount of ""Other, net"" in the components of other income (expense), net for fiscal year 2025?",This information was not found in the retrieved sections for Microsoft.,5,Information not present in provided context,True,0.8,0.5221,4,0.8563,9.132,0.7749,10.7632
8,Microsoft,financial_metrics,hybrid,"What was the amount of ""Other, net"" in the components of other income (expense), net for fiscal year 2025?",This information was not found in the retrieved sections.,5,"Context lacks 'Other, net' component for 2025.",True,0.4,0.9291,2,12.9473,10.0274,0.8434,13.7907
9,Microsoft,financial_metrics,vector,How much did the company spend on general and administrative expenses during the 2025 fiscal period?,The information about Microsoft's general and administrative expenses for the 2025 fiscal period is not explicitly stated as a total amount in the retrieved sections. The context only mentions that these expenses decreased by $386 million or 5% compared to the previous year.,3,Decrease mentioned but no total amount provided,True,0.4,0.8582,2,6.0999,0.0,0.819,6.9189
9,Microsoft,financial_metrics,vectorless,How much did the company spend on general and administrative expenses during the 2025 fiscal period?,"This information was not found in the retrieved sections for Microsoft, Coca-Cola, or NVIDIA.",5,Information not found in provided context,True,0.4,0.4678,2,0.7538,7.3192,1.0486,9.1216
9,Microsoft,financial_metrics,hybrid,How much did the company spend on general and administrative expenses during the 2025 fiscal period?,"The information about Microsoft's general and administrative expenses for the 2025 fiscal period was not found in the retrieved sections. The context only mentions that these expenses decreased by $386 million or 5% compared to the previous year, but does not provide the absolute amount spent.",3,Decrease mentioned but no absolute amount,True,0.4,0.7272,2,6.546,5.3734,1.4544,8.0004
10,Microsoft,financial_metrics,vector,What was the total gross margin generated by Microsoft in the 2025 fiscal year?,"This information was not found in the retrieved sections. The context only mentions that Microsoft's gross margin increased by $11.2 billion or 13% (Source 2) and by $22.9 billion or 13% (Source 3), but does not provide the total gross margin for fiscal year 2025.",3,"Incomplete data, no total gross margin provided",True,1.0,0.3573,5,11.5908,0.0,1.0364,12.6272
10,Microsoft,financial_metrics,vectorless,What was the total gross margin generated by Microsoft in the 2025 fiscal year?,"For Microsoft, the total gross margin generated in the fiscal year 2025 was **$193,893 million** (as stated in Source 2).",5,Exact figure from Source 2.,True,1.0,0.1448,5,0.0798,11.205,0.7314,12.0162
10,Microsoft,financial_metrics,hybrid,What was the total gross margin generated by Microsoft in the 2025 fiscal year?,"The total gross margin generated by Microsoft in the 2025 fiscal year was **$193,893 million**.

This information was found in Microsoft's 10-K report (Source 4, Page 50).",5,Exact figure supported by Source 4.,True,1.0,0.3068,5,11.6733,10.6724,0.8081,12.4814
11,Microsoft,segment_performance,vector,Which segments revenue increased by 21% to $106.3 billion in fiscal year 2025?,This information was not found in the retrieved sections.,5,Information not present in provided context,True,0.2,0.3371,1,10.934,0.0,0.6593,11.5933
11,Microsoft,segment_performance,vectorless,Which segments revenue increased by 21% to $106.3 billion in fiscal year 2025?,This information was not found in the retrieved sections.,2,Intelligent Cloud segment increased 21% but revenue not $106.3B,False,0.8,0.339,4,0.7573,4.8235,0.6632,6.244
11,Microsoft,segment_performance,hybrid,Which segments revenue increased by 21% to $106.3 billion in fiscal year 2025?,This information was not found in the retrieved sections.,2,"Wrong segment, correct percentage",False,0.6,0.498,3,11.285,10.2918,0.8016,12.0866
12,Microsoft,segment_performance,vector,What was the total revenue for the Productivity and Business Processes segment in fiscal year 2025?,"For Microsoft, the total revenue for the Productivity and Business Processes segment in fiscal year 2025 was **$120,810 million**. This is explicitly stated in Source 2 and Source 3.",5,Exact figure supported by sources.,True,1.0,0.911,5,12.1459,0.0,0.6817,12.8276
12,Microsoft,segment_performance,vectorless,What was the total revenue for the Productivity and Business Processes segment in fiscal year 2025?,"For Microsoft, the total revenue for the Productivity and Business Processes segment in fiscal year 2025 was **$120,810 million**. This figure is explicitly stated in the financial table on Page 84 of the 10-K report.",5,Exact figure from Page 84 table.,True,1.0,0.8782,5,0.5798,9.5787,1.3952,11.5537
12,Microsoft,segment_performance,hybrid,What was the total revenue for the Productivity and Business Processes segment in fiscal year 2025?,"For Microsoft, the total revenue for the Productivity and Business Processes segment in fiscal year 2025 was **$120,810 million**. This figure is explicitly stated in Source 2 and Source 3.",5,Exact figure supported by sources.,True,1.0,0.911,5,11.0443,9.9217,0.7208,11.7651
13,Microsoft,segment_performance,vector,By what percentage did Xbox content and services revenue increase in fiscal year 2025?,Xbox content and services revenue for Microsoft increased by 16% in fiscal year 2025. This is explicitly stated in both Source 1 and Source 2.,5,Exact figure supported by two sources.,True,0.8,0.478,4,6.5995,0.0,0.7661,7.3656
13,Microsoft,segment_performance,vectorless,By what percentage did Xbox content and services revenue increase in fiscal year 2025?,Xbox content and services revenue for Microsoft increased by 16% in the reported period. This information was explicitly stated in the context.,5,Exact figure supported by context.,True,1.0,0.4171,5,0.5426,4.1849,1.0093,5.7368
13,Microsoft,segment_performance,hybrid,By what percentage did Xbox content and services revenue increase in fiscal year 2025?,Xbox content and services revenue for Microsoft increased by 16% in fiscal year 2025. This growth was driven by the impact of the Activision Blizzard acquisition and Xbox Game Pass.,5,Exact figure and drivers cited from Source 1.,True,0.8,0.3208,4,7.0067,5.8925,1.3924,8.3991
14,Microsoft,segment_performance,vector,What drove the 36% increase in cost of revenue for the Intelligent Cloud segment in fiscal year 2025?,"For Microsoft, the 36% increase in cost of revenue for the Intelligent Cloud segment in fiscal year 2025 was driven by growth in Azure. This is explicitly stated in Source 2.",5,Explicitly stated in Source 2.,True,0.8,0.7268,4,13.1191,0.0,0.7892,13.9083
14,Microsoft,segment_performance,vectorless,What drove the 36% increase in cost of revenue for the Intelligent Cloud segment in fiscal year 2025?,This information was not found in the retrieved sections for Microsoft.,1,Answer is incorrect; data exists in Source 3.,False,0.8,0.376,4,0.7205,10.9158,0.7754,12.4117
14,Microsoft,segment_performance,hybrid,What drove the 36% increase in cost of revenue for the Intelligent Cloud segment in fiscal year 2025?,"For Microsoft, the 36% increase in cost of revenue for the Intelligent Cloud segment in fiscal year 2025 was driven by growth in Azure. This is explicitly stated in Source 2.",5,Explicitly stated in Source 2.,True,0.8,0.7268,4,10.9938,9.6993,0.7832,11.777
15,Microsoft,segment_performance,vector,By what percentage did LinkedIn revenue grow in fiscal year 2025?,LinkedIn revenue for Microsoft increased by 9% in fiscal year 2025. This information refers to Microsoft.,5,Exact figure supported by Source 1.,True,0.8,0.3781,4,12.7045,0.0,0.6628,13.3673
15,Microsoft,segment_performance,vectorless,By what percentage did LinkedIn revenue grow in fiscal year 2025?,LinkedIn revenue for Microsoft increased by 9% in fiscal year 2025. This information is explicitly stated in Source 1.,5,Exact figure from Source 1.,True,0.8,0.1216,4,6.054,5.3543,0.93,12.3383
15,Microsoft,segment_performance,hybrid,By what percentage did LinkedIn revenue grow in fiscal year 2025?,"For Microsoft, LinkedIn revenue increased by 9% in fiscal year 2025. This information was explicitly stated in the context.",5,Exact figure from Source 1.,True,0.8,0.2492,4,10.7848,9.2338,1.0138,11.7986
16,Microsoft,segment_performance,vector,What drove the 25% decrease in Xbox hardware revenue during fiscal year 2025?,The 25% decrease in Xbox hardware revenue for Microsoft during fiscal year 2025 was driven by lower volume of consoles sold. This information is explicitly stated in the context.,5,Explicitly stated in Source 1.,True,1.0,0.2242,5,10.5189,0.0,0.9072,11.4261
16,Microsoft,segment_performance,vectorless,What drove the 25% decrease in Xbox hardware revenue during fiscal year 2025?,The 25% decrease in Xbox hardware revenue for Microsoft was driven by a lower volume of consoles sold. This information is explicitly stated in the context from Microsoft's 10-K report.,5,Exact match from Microsoft's 10-K report.,True,1.0,0.2085,5,0.7135,4.9908,1.2109,6.9152
16,Microsoft,segment_performance,hybrid,What drove the 25% decrease in Xbox hardware revenue during fiscal year 2025?,The 25% decrease in Xbox hardware revenue for Microsoft was driven by lower volume of consoles sold. This information was explicitly stated in Microsoft's 10-K report.,5,Exact match from Microsoft's 10-K report.,True,1.0,0.2244,5,6.698,5.5625,0.7909,7.4889
17,Microsoft,segment_performance,vector,How much did operating expenses increase in dollars for the More Personal Computing segment in fiscal year 2025?,"This information was not found in the retrieved sections for Microsoft's More Personal Computing segment. The provided context only states overall operating expenses for Microsoft, not the segment-specific increase.",3,Segment data exists but not explicitly stated,True,0.8,0.7241,4,10.5992,0.0,0.7209,11.3201
17,Microsoft,segment_performance,vectorless,How much did operating expenses increase in dollars for the More Personal Computing segment in fiscal year 2025?,This information was not found in the retrieved sections for Microsoft's More Personal Computing segment.,2,Data exists but answer missed it,False,1.0,0.7686,5,0.7347,9.9297,0.6867,11.3511
17,Microsoft,segment_performance,hybrid,How much did operating expenses increase in dollars for the More Personal Computing segment in fiscal year 2025?,This information was not found in the retrieved sections for Microsoft.,5,Source 3 provides exact operating expense figures for More Personal Computing.,True,1.0,0.8265,5,11.0118,9.8552,0.7679,11.7797
18,Microsoft,segment_performance,vector,"What percentage of growth did Microsoft 365 Commercial products see in fiscal year 2025, and what drove it?","For Microsoft, Microsoft 365 Commercial products revenue grew **7%** in fiscal year 2025, driven by **Windows Commercial on-premises components of Microsoft 365 suite sales** and an **increase in Office transactional purchasing with the launch of Office 2024**.",5,Exact match with Source 2.,True,1.0,0.7823,5,11.0279,0.0,1.6687,12.6966
18,Microsoft,segment_performance,vectorless,"What percentage of growth did Microsoft 365 Commercial products see in fiscal year 2025, and what drove it?","For Microsoft, Microsoft 365 Commercial products and cloud services revenue increased **14%** in fiscal year 2025, driven by **Microsoft 365 Commercial cloud revenue growth of 15%**.",5,Exact figures and drivers from context.,True,1.0,0.6087,5,0.0853,5.3286,0.8466,6.2605
18,Microsoft,segment_performance,hybrid,"What percentage of growth did Microsoft 365 Commercial products see in fiscal year 2025, and what drove it?","For Microsoft, Microsoft 365 Commercial products revenue grew **7%** in fiscal year 2025, driven by **Windows Commercial on-premises components of Microsoft 365 suite sales** and an **increase in Office transactional purchasing with the launch of Office 2024**.",5,Exact match with Source 2.,True,1.0,0.7036,5,10.6582,9.574,0.7989,11.4571
19,Microsoft,segment_performance,vector,How much operating income did the division responsible for Windows and Gaming generate in 2025?,This information was not found in the retrieved sections.,5,Context does not mention Windows and Gaming division.,True,0.2,0.5798,1,10.45,0.0,2.2215,12.6715
19,Microsoft,segment_performance,vectorless,How much operating income did the division responsible for Windows and Gaming generate in 2025?,"This information was not found in the retrieved sections. The context for Microsoft only states that operating income increased by $19.1 billion or 17% with growth across each of its segments, but does not provide a specific figure for the division responsible for Windows and Gaming.",5,Information not found in provided context,True,0.4,0.0921,2,0.6704,5.1705,0.8921,6.733
19,Microsoft,segment_performance,hybrid,How much operating income did the division responsible for Windows and Gaming generate in 2025?,This information was not found in the retrieved sections.,5,"Context is about Amazon, not Windows and Gaming division",True,0.4,0.5431,2,10.8678,9.6963,2.5755,13.4433
20,Microsoft,segment_performance,vector,Can you tell me the percentage change in cost of revenue for the Productivity and Business Processes division from 2024 to 2025?,"For Microsoft, the cost of revenue for the Productivity and Business Processes division increased by **14%** from 2024 to 2025. This is explicitly stated in Source 2.",5,Exact figure supported by Source 2.,True,0.6,0.7503,3,11.5986,0.0,1.2127,12.8113
20,Microsoft,segment_performance,vectorless,Can you tell me the percentage change in cost of revenue for the Productivity and Business Processes division from 2024 to 2025?,"For Microsoft, the cost of revenue for the Productivity and Business Processes segment increased by 14% from 2024 to 2025. This is explicitly stated in Source 2.",5,Exact figure supported by Source 2.,True,1.0,0.5352,5,0.6318,9.7484,0.8108,11.191
20,Microsoft,segment_performance,hybrid,Can you tell me the percentage change in cost of revenue for the Productivity and Business Processes division from 2024 to 2025?,"For Microsoft, the cost of revenue for the Productivity and Business Processes division increased by **14%** from 2024 to 2025. This is explicitly stated in Source 2.",5,Exact figure supported by Source 2.,True,0.6,0.6841,3,11.3255,10.0623,1.1837,12.5092
21,Microsoft,operational_metrics,vector,"How many people did Microsoft employ on a full-time basis as of June 30, 2025?","Microsoft employed approximately **228,000 people on a full-time basis** as of June 30, 2025, with **125,000 in the U.S.** and **103,000 internationally**.",5,Exact match with Source 1.,True,1.0,0.25,5,10.9602,0.0,1.6313,12.5915
21,Microsoft,operational_metrics,vectorless,"How many people did Microsoft employ on a full-time basis as of June 30, 2025?","As of June 30, 2025, Microsoft employed approximately **228,000 people on a full-time basis**, with **125,000 in the U.S.** and **103,000 internationally**. This information refers to Microsoft.",5,Exact figures supported by Source 1.,True,1.0,0.2074,5,0.088,5.2752,0.9735,6.3367
21,Microsoft,operational_metrics,hybrid,"How many people did Microsoft employ on a full-time basis as of June 30, 2025?","Microsoft employed approximately **228,000 people on a full-time basis** as of June 30, 2025, with **125,000 in the U.S. and 103,000 internationally**.",5,Exact figure supported by Source 1.,True,1.0,0.2158,5,10.5143,9.6194,2.4759,12.9902
22,Microsoft,operational_metrics,vector,"How many full-time employees were located internationally as of June 30, 2025?","As of June 30, 2025, Microsoft employed approximately **103,000 full-time employees internationally**. This information refers to Microsoft.",5,Exact figure from Microsoft's 10-K.,True,0.8,0.4049,4,11.2951,0.0,0.7153,12.0104
22,Microsoft,operational_metrics,vectorless,"How many full-time employees were located internationally as of June 30, 2025?","As of June 30, 2025, Microsoft employed approximately **103,000 full-time employees internationally**. This information refers to Microsoft.",5,Exact figure from Microsoft's 10-K.,True,0.6,0.3011,3,3.7843,9.164,1.215,14.1633
22,Microsoft,operational_metrics,hybrid,"How many full-time employees were located internationally as of June 30, 2025?","As of June 30, 2025, Microsoft employed approximately 103,000 full-time employees internationally. This information was not found for ASUS or Netflix in the retrieved sections.",5,Exact figure from Microsoft's 10-K.,True,0.8,0.4049,4,11.8431,10.1539,1.2588,13.1019
23,Microsoft,operational_metrics,vector,How many Microsoft 365 Consumer subscribers were there at the end of fiscal year 2025?,"For Microsoft, the number of Microsoft 365 Consumer subscribers at the end of fiscal year 2025 was 89.0 million. This is explicitly stated in the relevant excerpt from Source 1, Page 39.",5,Exact figure supported by Source 1.,True,1.0,0.3013,5,10.5155,0.0,1.0606,11.5761
23,Microsoft,operational_metrics,vectorless,How many Microsoft 365 Consumer subscribers were there at the end of fiscal year 2025?,This information was not found in the retrieved sections. The context mentions Microsoft 365 Consumer subscribers but does not provide the exact number at the end of fiscal year 2025. (Company: Microsoft),3,Context mentions subscribers but lacks exact number,True,1.0,0.0132,5,0.0919,8.7492,0.8858,9.7269
23,Microsoft,operational_metrics,hybrid,How many Microsoft 365 Consumer subscribers were there at the end of fiscal year 2025?,"For Microsoft, the number of Microsoft 365 Consumer subscribers at the end of fiscal year 2025 was 89.0 million. This is explicitly stated in the relevant excerpt from Source 1, Page 39.",5,"Exact figure from Source 1, Page 39.",True,1.0,0.2971,5,10.7362,9.7938,0.8965,11.6327
24,Microsoft,operational_metrics,vector,What was the Microsoft 365 Commercial seat growth percentage in fiscal year 2025?,"For Microsoft, the Microsoft 365 Commercial seat growth percentage in fiscal year 2025 was 6%. This growth was driven by small and medium businesses and frontline worker offerings.",5,Exact figure supported by Source 2.,True,1.0,0.6807,5,10.4962,0.0,1.3846,11.8808
24,Microsoft,operational_metrics,vectorless,What was the Microsoft 365 Commercial seat growth percentage in fiscal year 2025?,"For Microsoft, the Microsoft 365 Commercial seat growth percentage in fiscal year 2025 was 6%. This is explicitly stated in Source 2.",5,Exact figure supported by Source 2.,True,1.0,0.6414,5,0.0696,5.246,0.8062,6.1218
24,Microsoft,operational_metrics,hybrid,What was the Microsoft 365 Commercial seat growth percentage in fiscal year 2025?,The Microsoft 365 Commercial seat growth percentage in fiscal year 2025 for Microsoft was 6%.,5,Exact figure (6%) supported by Source 2.,True,1.0,0.6807,5,10.3016,9.3761,0.7524,11.054
25,Microsoft,operational_metrics,vector,"How many full-time employees were dedicated to product research and development as of June 30, 2025?","This information was not found in the retrieved sections for Microsoft, ASUS, Reliance, or Netflix. The context only provides total full-time employee counts for Microsoft and Netflix, and a general R&D workforce figure for Reliance (1,000+), but no specific number for Microsoft's R&D employees as of June 30, 2025.",5,No specific R&D employee count found in context.,True,0.6,0.2497,3,10.2692,0.0,2.1006,12.3698
25,Microsoft,operational_metrics,vectorless,"How many full-time employees were dedicated to product research and development as of June 30, 2025?","This information was not found in the retrieved sections. The context only provides Microsoft's total full-time employees (228,000) as of June 30, 2025, but does not specify how many were dedicated to product research and development.",5,Context lacks R&D employee count for Microsoft.,True,0.4,0.2232,2,0.7525,9.4175,0.8075,10.9775
25,Microsoft,operational_metrics,hybrid,"How many full-time employees were dedicated to product research and development as of June 30, 2025?","This information was not found in the retrieved sections. The context only provides total full-time employee counts for Microsoft, Netflix, NVIDIA, and Amazon, but does not specify the number dedicated to product research and development as of June 30, 2025.",5,Information not found in provided context,True,0.4,0.2336,2,10.1044,8.8139,0.8068,10.9112
26,Microsoft,operational_metrics,vector,How many unique threat actors does Microsoft track?,"Microsoft tracks over 1,500 unique threat actors. This includes more than 600 nation-state actors, 300 cybercriminal groups, 200 influence operation groups, and hundreds of others.",5,Exact figures from Source 1.,True,1.0,0.2771,5,4.9696,0.0,1.4014,6.371
26,Microsoft,operational_metrics,vectorless,How many unique threat actors does Microsoft track?,"Microsoft tracks over **1,500 unique threat actors**, including more than 600 nation-state actors, 300 cybercriminal groups, 200 influence operation groups, and hundreds of others.",5,Exact figure and breakdown from Source 1.,True,1.0,0.1985,5,0.0876,4.2164,1.2606,5.5646
26,Microsoft,operational_metrics,hybrid,How many unique threat actors does Microsoft track?,"Microsoft tracks over 1,500 unique threat actors. This includes more than 600 nation-state actors, 300 cybercriminal groups, 200 influence operation groups, and hundreds of others.",5,Exact figures from Source 1.,True,1.0,0.199,5,4.9134,4.0473,0.6806,5.594
27,Microsoft,operational_metrics,vector,How many nation-state actors does Microsofts security team track?,"Microsoft's security team tracks **more than 600 nation-state actors**.

This information was explicitly stated in Microsoft's 10-K report (Source 1, Page 30).",5,"Exact figure from Source 1, Page 30.",True,0.8,0.1846,4,5.5742,0.0,0.6532,6.2274
27,Microsoft,operational_metrics,vectorless,How many nation-state actors does Microsofts security team track?,"Microsoft's security team tracks **more than 600 nation-state actors**, as stated in its 10-K report (Source 1, Page 30).",5,"Exact figure from Source 1, Page 30.",True,0.4,0.185,2,0.5178,5.4029,0.747,6.6677
27,Microsoft,operational_metrics,hybrid,How many nation-state actors does Microsofts security team track?,"Microsoft's security team tracks **more than 600 nation-state actors**, as stated in its 10-K report (Source 1, Page 30). This is part of over 1,500 unique threat actors monitored daily.",5,"Exact figure from Source 1, Page 30.",True,0.6,0.186,3,6.3543,5.1982,1.2676,7.6219
28,Microsoft,operational_metrics,vector,Microsoft utilizes machine learning and AI-powered security tools to gain insights from how many signals per day?,Microsoft utilizes machine learning and AI-powered security tools to gain insights from **84 trillion signals per day**. This information is explicitly stated in the context from Microsoft's 10-K report.,5,Exact figure from Source 1.,True,1.0,0.2095,5,5.6418,0.0,1.2507,6.8925
28,Microsoft,operational_metrics,vectorless,Microsoft utilizes machine learning and AI-powered security tools to gain insights from how many signals per day?,Microsoft utilizes machine learning and AI-powered security tools to gain insights from **84 trillion signals per day**. This information is explicitly stated in the context from Microsoft's financial report.,5,Exact figure from Source 1.,True,1.0,0.2076,5,0.0732,4.9449,2.8561,7.8742
28,Microsoft,operational_metrics,hybrid,Microsoft utilizes machine learning and AI-powered security tools to gain insights from how many signals per day?,Microsoft utilizes machine learning and AI-powered security tools to gain insights from **84 trillion signals per day**. This information is explicitly stated in the context from Microsoft's 10-K report.,5,Exact figure from Source 1.,True,1.0,0.2095,5,5.8037,4.8479,1.2141,7.0178
29,Microsoft,operational_metrics,vector,What was the total headcount of the sales and marketing teams at the end of June 2025?,This information was not found in the retrieved sections.,5,No headcount data in provided context,True,0.6,0.0535,3,11.5967,0.0,0.8181,12.4148
29,Microsoft,operational_metrics,vectorless,What was the total headcount of the sales and marketing teams at the end of June 2025?,This information was not found in the retrieved sections.,5,Information not present in provided context.,True,0.4,0.0041,2,0.8193,10.9296,1.0693,12.8182
29,Microsoft,operational_metrics,hybrid,What was the total headcount of the sales and marketing teams at the end of June 2025?,This information was not found in the retrieved sections.,5,No headcount data provided in context.,True,0.4,0.0527,2,12.9359,11.2827,0.9741,13.91
30,Microsoft,operational_metrics,vector,"How many million square feet of space does Microsoft own internationally as of June 30, 2025?","For Microsoft, as of June 30, 2025, the company owns **13 million square feet** of space internationally.

*(Source: Microsoft, Page 32, Table of owned/leased space by location.)*",5,Exact figure from provided table.,True,1.0,0.2575,5,10.1272,0.0,0.9315,11.0587
30,Microsoft,operational_metrics,vectorless,"How many million square feet of space does Microsoft own internationally as of June 30, 2025?","Microsoft owns **13 million square feet** of space internationally as of June 30, 2025. This figure is explicitly stated in Source 2.",5,Exact figure from Source 2.,True,1.0,0.1803,5,0.3393,9.1763,0.6659,10.1815
